,City,Place,Num_of_Rating,PlaceID,CityID
540,Jaipur,Diwan-e-Khas Hall of Private Audience,239,689,9
541,Jaipur,Ele Experience Farm,194,741,9
542,Jaipur,Dolls Museum,10,697,9
543,Jaipur,Durga Mata Mandir,3,718,9
544,Jaipur,Ele Jaipur,5,742,9
545,Jaipur,Elefunenjoy,72,746,9
546,Jaipur,EleJaipur,59,743,9
547,Jaipur,Elefuncity,17,745,9
548,Jaipur,Elemaison,19,747,9
549,Jaipur,Elements Mall,13,748,9
550,Jaipur,Elephant Activity Planner,43,749,9
551,Jaipur,Elephant Joy,247,750,9
552,Jaipur,Elephantwala,22,755,9
553,Jaipur,Elephant life,3,753,9
554,Jaipur,Elephant Village,30,752,9
555,Jaipur,Gallery Artchill,13,830,9
556,Jaipur,Galtaji Temple,243,836,9
557,Jaipur,Farmers' Market of Jaipur,2,775,9
558,Jaipur,Ganesh Pol Gateway,180,846,9
559,Jaipur,Garh Ganesh Mandir,29,857,9
560,Jaipur,Gatore Ki Chhatriyan,50,864,9
561,Jaipur,Govind Devji Temple,630,914,9
562,Jaipur,Gayatri Chan Mandir,2,867,9
563,Jaipur,Gemstone Ganesh Museum,12,871,9
564,Jaipur,General Amar Singh Kanota Museum & Library,3,872,9
565,Jaipur,Goverdhan Temple,3,911,9
566,Jaipur,Gyan Museum,52,969,9
567,Jaipur,GT Central,19,822,9
568,Jaipur,Grass Farm Nursery,4,916,9
569,Jaipur,Handicraft Haveli Jaipur,18,986,9
570,Jaipur,Hathi Gaon,21,1007,9
571,Jaipur,Hawa Mahal - Palace of Wind,6561,1014,9
572,Jaipur,Jagat Shiromani Ji Temple,56,1130,9
573,Jaipur,ICA Gallery,18,1067,9
574,Jaipur,Hinglaj Mata Temple,3,1050,9
575,Jaipur,Jaigarh Fort,1955,1140,9
576,Jaipur,Jain Mandir Sanganer,40,1144,9
577,Jaipur,Jaipur Metro,20,1154,9
578,Jaipur,Jaipur Wax Museum,267,1155,9
579,Jaipur,Jaipur Boutique carpet & Valintino Textiles,8,1153,9
580,Jaipur,Jaipur Zoo,166,1156,9
581,Jaipur,Jaivana,193,1162,9
582,Jaipur,Jal Mahal,3018,1163,9
583,Jaipur,Jantar Mantar - Jaipur,5871,1182,9
584,Jaipur,Jame Masjid,2,1173,9
585,Jaipur,Jamwai Mata Temple,6,1177,9
586,Jaipur,Jamva Ramgarh Wildlife Sanctuary,6,1176,9
587,Jaipur,Jawahar Circle Garden,75,1189,9
588,Jaipur,Jawahar Kala Kendra,101,1190,9
589,Jaipur,"Jewels Lake Palace , Jaipur",41,1204,9
590,Jaipur,Jayoti Vidyapeeth Women's University,4,1198,9
591,Jaipur,Jitesh Arts,24,1212,9
592,Jaipur,Jewelry in Historical Mahal,3,1203,9
593,Jaipur,Jeypore Art & Craft,3,1205,9
594,Jaipur,Kanak Vrindavan Gardens,67,1280,9
595,Jaipur,Jwala Mata Mandir,3,1231,9
596,Jaipur,Kalee,3,1262,9
597,Jaipur,Kale Hanumanji Ka Mandir,10,1261,9
598,Jaipur,Kalaneri Art Gallery,2,1258,9
599,Jaipur,Kalki Temple,4,1269,9
600,Jaipur,Kanak Bihari Temple,3,1279,9
601,Jaipur,"Khole Ke Hanuman JI Temple, Jaipur",199,1346,9
602,Jaipur,Kanchan Art Gallery,1,1282,9
603,Jaipur,Khajane Walon Ka Rasta,8,1337,9
604,Jaipur,Maharaja Sawai Man Singh II Museum,66,1549,9
605,Jaipur,Laxminath Mandir,2,1459,9
606,Jaipur,Laxmi Narayan Temple,1,1456,9
607,Jaipur,Make Bike Trip,301,1574,9
608,Jaipur,Man Sagar Lake,225,1590,9
609,Jaipur,Mgf Metropolitan Mall,48,1683,9
610,Jaipur,Matrix Commercial Mall,2,1653,9
611,Jaipur,Monkey Temple,1620,1708,9
612,Jaipur,Memoriale Sawai Mansingh,1,1672,9
613,Jaipur,Moti Dungari Temple,367,1721,9
614,Jaipur,Museum of Gem and Jewellery Federation,30,1762,9
615,Jaipur,My Elephant Trip,83,1766,9
616,Jaipur,Mukesh Art Gallery,5,1740,9
617,Jaipur,Museum of Legacies,5,1764,9
618,Jaipur,Nahargarh Fort,1968,1778,9
619,Jaipur,Nav Jeevan Mall,2,1833,9
620,Jaipur,Panna Meena ka Kund,388,1969,9
621,Jaipur,Neemach Mata,1,1848,9
622,Jaipur,Nehru Garden,2,1853,9
623,Jaipur,Neerja International Inc.,9,1850,9
624,Jaipur,Patrika Gate,28,1998,9
625,Jaipur,Pink Square Mall,30,2024,9
626,Jaipur,Pratap Celebrity Wax Museum Jaipur,16,2054,9
627,Jaipur,Polo Victory Theatre,6,2036,9
628,Jaipur,Peacock Garden,1,2002,9
629,Jaipur,Quber Arts,2,2090,9
630,Jaipur,Precious Shopping Mall,3,2062,9
631,Jaipur,Raghoraji Temple,1,2116,9
632,Jaipur,Ram Niwas Garden,100,2157,9
633,Jaipur,Rajput Palace,8,2153,9
634,Jaipur,Royal Gaitor Tumbas,220,2245,9
635,Jaipur,Ramgarh Lake,21,2171,9
636,Jaipur,Ramakrishna Mission Jaipur,3,2165,9
637,Jaipur,Ridhi Sidhi Textiles,14,2223,9
638,Jaipur,Ram Raghav Mandir Ashram,2,2158,9
639,Jaipur,Ridhi Sidhi Pol,3,2222,9
640,Jaipur,RRAP Music Museum & Hub,24,2106,9
641,Jaipur,Rusirani Village,57,2252,9
642,Jaipur,Saraogi Mansion Mall,16,2322,9
643,Jaipur,Sawai Mansingh Stadium,27,2348,9
644,Jaipur,Samanvai Art Gallery,3,2287,9
645,Jaipur,Satyanarayan Mandir,1,2344,9
646,Jaipur,Sda Church,2,2353,9
647,Jaipur,Shaheed Bhagat Singh Park,5,2378,9
648,Jaipur,Shankar's Textile & Carpets,7,2389,9
649,Jaipur,Shila Devi Temple,89,2409,9
650,Jaipur,Sisodia Rani Palace and Garden,106,2521,9
651,Jaipur,Shree Ganesh Dham,1,2440,9
652,Jaipur,Shree Bheru Nath Ji Ka Mandir,5,2436,9
653,Jaipur,Shri Gopinath Temple,4,2470,9
654,Jaipur,ShivGem - Glass Stone Manufacturers,1,2421,9
655,Jaipur,Siddhi Vinayak Temple,5,2507,9
656,Jaipur,Src Museum of Indology,16,2557,9
657,Jaipur,Sri Sri Giridhari Dauji Temple,52,2588,9
658,Jaipur,Sunrise Health Resort Water Park,15,2685,9
659,Jaipur,Surya Mandir,29,2694,9
660,Jaipur,Skyfut,3,2526,9
661,Jaipur,Swargasuli Tower,60,2707,9
662,Jaipur,St Andrews Church,16,2601,9
663,Jaipur,Sunrise Dream World Amusement Park,8,2684,9
664,Jaipur,The Statue Circle,55,2800,9
665,Jaipur,Teatro Dhora,2,2747,9
666,Jaipur,The Eventers Hospitality,3,2772,9
667,Jaipur,The Farmer's Market,4,2773,9
668,Jaipur,The IIS University,1,2781,9
669,Jaipur,The Sculpture Park at Madhavendra Palace,2,2796,9
670,Jaipur,The Jantar Mantar,1,2782,9
671,Jaipur,The South Aqua Park,2,2798,9
672,Jaipur,The Vedic Astrology Experience,34,2803,9
673,Jaipur,Triton Mall,39,2874,9
674,Jaipur,Yoga in Jaipur,230,3031,9
675,Jaipur,Traditional Rajasthan,4,2864,9
676,Jaipur,Vidyadhar Garden,9,2948,9
677,Jaipur,Vatika Jewellers,6,2930,9
678,Udaipur,Ahar Cenotaphs,77,43,28
679,Udaipur,Ambrai Ghat,69,94,28
680,Udaipur,Ahar Museum,19,44,28
681,Udaipur,Animal Aid Unlimited,53,114,28
682,Udaipur,Amrakh Mahadev,4,99,28
683,Udaipur,Art_en_Soul shoppe,14,164,28
684,Udaipur,Aravali Vatika,2,138,28
685,Udaipur,Art & Frames,5,151,28
686,Udaipur,Bada Mahal,58,235,28
687,Udaipur,Art World,2,160,28
688,Udaipur,Arvanah,4,169,28
689,Udaipur,B. G. Sharma Art Gallery,9,216,28
690,Udaipur,Bagore Ki Haveli Museum,2820,245,28
691,Udaipur,Chetak Smarak,459,491,28
692,Udaipur,Bhuvaneswari Temple,6,352,28
693,Udaipur,Bougain Villea,6,391,28
694,Udaipur,City Palace Museum,660,549,28
695,Udaipur,City Palace of Udaipur,7650,551,28
696,Udaipur,Crystal Gallery,310,581,28
697,Udaipur,Complete Arts,6,561,28
698,Udaipur,Duddhtalaii and Musical Garden,52,714,28
699,Udaipur,Ekling Ji Temple,1210,740,28
700,Udaipur,Fateh Prakash Palace,171,776,28
701,Udaipur,Fateh Sagar Lake,90,777,28
702,Udaipur,Fine Art School (Painting House),25,783,28
703,Udaipur,Forum Celebration Mall,277,803,28
704,Udaipur,Gallery One,15,834,28
705,Udaipur,Gangaur Ghat,13,852,28
706,Udaipur,Gulab Bagh (Sajjan Niwas Garden),194,924,28
707,Udaipur,Goverdhan Sagar Lake,11,910,28
708,Udaipur,Jagdish Temple,1549,1131,28
709,Udaipur,Guru Gobind Singh Park,7,936,28
710,Udaipur,Haldighati,3,981,28
711,Udaipur,Inspirit Art Gallery,10,1115,28
712,Udaipur,Jagmandir,1115,1133,28
713,Udaipur,Karni Mata,30,1303,28
714,Udaipur,Kumbhalgarh Wildlife Sanctuary,70,1398,28
715,Udaipur,Lake Badi,32,1421,28
716,Udaipur,Lake City Mall,29,1422,28
717,Udaipur,Lake Pichola,5220,1425,28
718,Udaipur,Machla Magra (Fish Hill),18,1518,28
719,Udaipur,Maharana Pratap Memorial,397,1552,28
720,Udaipur,Locky Art School & Art Gallery,5,1479,28
721,Udaipur,Maharana Pratap Museum,224,1553,28
722,Udaipur,Marvel Water Park,37,1643,28
723,Udaipur,Monsoon Palace,1880,1712,28
724,Udaipur,Millennium Art Gallery,4,1688,28
725,Udaipur,Nehru Park,246,1856,28
726,Udaipur,N.F. Collections,4,1772,28
727,Udaipur,Navlakha Mahal,3,1837,28
728,Udaipur,My Udaipur Taxi,3,1767,28
729,Udaipur,Neemach Mata Temple,7,1849,28
730,Udaipur,Rajiv Gandhi Park,30,2148,28
731,Udaipur,Pandit Deendayal Upadhyay Park,2,1964,28
732,Udaipur,Pratap Gaurav Kendra,9,2055,28
733,Udaipur,Rajputana Football Club,20,2154,28
734,Udaipur,Om Arts and Crafts,5,1920,28
735,Udaipur,Rama Krishna Textiles,21,2160,28
736,Udaipur,Rishabhdeo Or Kesariyaji Jain Temple,55,2228,28
737,Udaipur,Sahelion Ki Bari,1770,2268,28
738,Udaipur,Rkay Mall,13,2229,28
739,Udaipur,Sahastra Bahu Temples,3,2266,28
740,Udaipur,Sahastra Bahu Temple,2,2265,28
741,Udaipur,Sajjangarh Wildlife Sanctuary,248,2275,28
742,Udaipur,Shilpgram Museum,84,2414,28
743,Udaipur,Shilpgram,566,2413,28
744,Udaipur,Srinathji Temple,836,2598,28
745,Udaipur,Shreenath Art Gallery,9,2461,28
746,Udaipur,Square A contemporary art gallery,2,2555,28
747,Udaipur,Shreenath Silver and Art,3,2462,28
748,Udaipur,Sukhadia Circle Fountain,266,2671,28
749,Udaipur,Udaipur Art Villa,18,2889,28
750,Udaipur,Udaipur Solar Observatory,30,2890,28
751,Udaipur,Udaipur Voyage Day Tour,21,2892,28
752,Udaipur,Tripura Sundari Temple,5,2872,28
753,Udaipur,The Place of Art,9,2793,28
754,Udaipur,Tepania Eco Park,2,2754,28
755,Udaipur,Udaipur Zoo,47,2893,28
756,Udaipur,Udaipur Taxi Tour,4,2891,28
757,Udaipur,Under the Sun Aquarium,78,2899,28
758,Udaipur,Vintage Collection of Classic Cars Museum,1046,2962,28
759,Udaipur,Wax Museum Udaipur,31,2992,28
760,Udaipur,Yash Art School - Udaipur,14,3025,28
761,Udaipur,Yo Tours,24,3029,28
762,Panjim,Anjum Beach,46,116,24
763,Panjim,Azulejos de Goa,4,214,24
764,Panjim,Bambolim Beach,29,261,24
765,Panjim,Big Daddy Casino,42,355,24
766,Panjim,Bishop's Palace,18,372,24
767,Panjim,Caculo Mall,67,419,24
768,Panjim,Bombay Bazar,2,380,24
769,Panjim,Caranzalem Beach,27,428,24
770,Panjim,Campal Gardens,12,425,24
771,Panjim,Casino Carnival Goa,67,434,24
772,Panjim,Canaguinim Beach,7,426,24
773,Panjim,Casino Paradise,23,435,24
774,Panjim,Casino Pride,246,436,24
775,Panjim,Chapel of Our Lady of the Mount,56,466,24
776,Panjim,Chapel of St Catherine,42,467,24
777,Panjim,Chorao Island,28,522,24
778,Panjim,Church and Monastery of St Augustine,130,536,24
779,Panjim,Church of Our Lady of the Immaculate Conception,751,538,24
780,Panjim,Church of Reis Magos,24,539,24
781,Panjim,Church of the Immaculate Conception of the Virgin Mary,102,541,24
782,Panjim,Church Square,44,535,24
783,Panjim,Coco Beach,83,555,24
784,Panjim,Corjuem Fort,22,564,24
785,Panjim,Cotigao Wildlife Sanctuary,22,570,24
786,Panjim,Crown Casino,30,580,24
787,Panjim,Deltin Jaqk,375,643,24
788,Panjim,Deltin Royale,959,644,24
789,Panjim,Divar Island,78,683,24
790,Panjim,Dias Beach,2,673,24
791,Panjim,Dr. Salim Ali Bird Sanctuary,138,711,24
792,Panjim,Fontainhas,347,796,24
793,Panjim,Fort Terekhol,61,801,24
794,Panjim,Gallery Gitanjali,43,832,24
795,Panjim,Goa Science Centre,61,890,24
796,Panjim,Goa State Museum,56,891,24
797,Panjim,Indian Customs & Central Excise Museum,10,1093,24
798,Panjim,Mahalaxmi Temple,72,1540,24
799,Panjim,Institute Menezes Braganza,8,1116,24
800,Panjim,Jogger's Park,101,1214,24
801,Panjim,Kesarval Spring,7,1330,24
802,Panjim,Mandovi RIver,133,1605,24
803,Panjim,Maruti Temple,12,1641,24
804,Panjim,Miramar Beach,947,1695,24
805,Panjim,Odxel Beach,21,1910,24
806,Panjim,Panaji Kala Academy,62,1956,24
807,Panjim,Panaji State Central Library,32,1957,24
808,Panjim,Panjim Heritage Walk,48,1968,24
809,Panjim,Patnem-Colomb Beach,125,1997,24
810,Panjim,Rajbagh Beach,33,2142,24
811,Panjim,Reis Magos Fort,450,2213,24
812,Panjim,Sao Jacinto Island,29,2319,24
813,Panjim,Sao Tome Old Quarter,14,2320,24
814,Panjim,Saptakoteshwar Temple,17,2321,24
815,Panjim,Se Cathedral,428,2354,24
816,Panjim,Shantadurga Temple,388,2392,24
817,Panjim,St. Cajetan's Church,122,2626,24
818,Panjim,"Sunaparanta, Goa Centre for the Arts",45,2677,24
819,Panjim,Vainguinim Beach,52,2916,24
820,Panjim,St Sebastian Chapel,8,2617,24
821,Almora,Archaeological Museum Jageshwar,34,140,2
822,Almora,Bright End Corner,31,394,2
823,Almora,Chitai Temple,172,510,2
824,Almora,Dwarahat Village,16,724,2
825,Almora,Jageshwar Dham,310,1132,2
826,Almora,Gobind Vallabh Pant Museum,13,892,2
827,Almora,Gananath Mandir,6,838,2
828,Almora,Jhula Devi Temple,25,1209,2
829,Almora,Kasar Devi Temple,182,1306,2
830,Almora,Katarmal Sun Temple,88,1313,2
831,Almora,Kumaon Regimental Centre Museum,45,1392,2
832,Almora,Nanda Devi Temple,35,1796,2
833,Almora,Patal Devi Mandir,13,1992,2
834,Almora,Maa Dunaguri Temple,10,1513,2
835,Almora,Pre-Historic Painted Rock Shelter,20,2061,2
836,Almora,Tarikhet,11,2739,2
837,Almora,"Neeb Karori Baba Ashram, Kakrighat",7,1842,2
838,Almora,Zero Point,143,3044,2
839,Almora,Shri Ram Shila Mandir,1,2484,2
840,Varanasi,Ahilyabai Ghat,17,45,29
841,Varanasi,Adi Keshava Ghat,2,28,29
842,Varanasi,Annapurna Devi Mandir,36,119,29
843,Varanasi,Alamgir Mosque,17,69,29
844,Varanasi,Archaeological Museum,307,139,29
845,Varanasi,Ashoka Pillar,102,177,29
846,Varanasi,Ashul Sharma,92,182,29
847,Varanasi,Assi Ghat,930,189,29
848,Varanasi,Banaras Ghats,1310,263,29
849,Varanasi,Banaras Hindu University,114,264,29
850,Varanasi,Batuk Bhairav Mandir,77,293,29
851,Varanasi,Banaras Toy Museum,3,265,29
852,Varanasi,Bharat Kala Bhavan,57,324,29
853,Varanasi,Bharat Mata Temple,108,326,29
854,Varanasi,Bhadaini Ghat,4,312,29
855,Varanasi,Chaukhandi Stupa,47,481,29
856,Varanasi,Chet Singh Ghat,12,490,29
857,Varanasi,Birthplace of Sant Ravidas Seergovardhan Varanasi,5,371,29
858,Varanasi,Chaumsathi Ghat,17,482,29
859,Varanasi,Buddha Fountain,3,403,29
860,Varanasi,Bindu Madhav Temple,5,359,29
861,Varanasi,Darbhanga Ghat,32,607,29
862,Varanasi,Dasaswamedh Ghat,1494,619,29
863,Varanasi,Chinese Temple,5,503,29
864,Varanasi,Darabhanga Ghat,6,606,29
865,Varanasi,Dhamek Stupa,210,660,29
866,Varanasi,Ganga Aarti,130,849,29
867,Varanasi,Digpatiya Ghat,2,677,29
868,Varanasi,Durga Temple,14,720,29
869,Varanasi,Dr Rajendra Prasad Ghat,2,706,29
870,Varanasi,Gaay Ghat,2,824,29
871,Varanasi,Ganges River,3307,853,29
872,Varanasi,Ganga Darpan Interpretation Centre,3,850,29
873,Varanasi,Garden of Spiritual Wisdom,67,856,29
874,Varanasi,Harishchandra Ghat,97,1002,29
875,Varanasi,Hanuman Ghat,11,989,29
876,Varanasi,Gyan Kup (Gyan Vapi Well),5,968,29
877,Varanasi,IP Mall,22,1071,29
878,Varanasi,ISKCON Varanasi,30,1079,29
879,Varanasi,Horinji Temple,5,1055,29
880,Varanasi,Jantar Mantar,628,1181,29
881,Varanasi,Jain Ghat,9,1141,29
882,Varanasi,JHV Mall & Multiplex,28,1126,29
883,Varanasi,Jangamwadi Math,3,1180,29
884,Varanasi,Kabir Chaura Math,4,1239,29
885,Varanasi,Kashi Vishwanath Temple,43,1309,29
886,Varanasi,Kaimoor Wildlife Sanctuary,2,1246,29
887,Varanasi,"Kanchi Kamakoti Peetam, Varanasi",3,1284,29
888,Varanasi,Kedar Ghat,139,1322,29
889,Varanasi,Kriti Gallery,90,1383,29
890,Varanasi,Malviya Bridge,21,1587,29
891,Varanasi,Lal Bahadur Shastri Family Home Museum,2,1435,29
892,Varanasi,Man Mandir Ghat,56,1589,29
893,Varanasi,Maharaja Banaras Vidya Mandir Museum,15,1546,29
894,Varanasi,Lal Ghat,4,1439,29
895,Varanasi,Lali Ghat,2,1443,29
896,Varanasi,Manikarnika Ghat,710,1614,29
897,Varanasi,Man Singh Observatory,3,1591,29
898,Varanasi,Monkey Temple (Durga Temple),331,1709,29
899,Varanasi,Mehta Art Gallery,6,1667,29
900,Varanasi,Nepali Temple (Kathwala Temple),100,1865,29
901,Varanasi,Mulagandha Kuti Vihar,6,1745,29
902,Varanasi,Myanmar Buddhist Vihara,2,1768,29
903,Varanasi,New Vishwanath Temple,490,1874,29
904,Varanasi,Raja Ghat,29,2134,29
905,Varanasi,Rajendraprasad Ghat,21,2144,29
906,Varanasi,Poonam Fulmani,2,2041,29
907,Varanasi,Panchganga Ghat,10,1961,29
908,Varanasi,Pisach Mochan Kund,3,2027,29
909,Varanasi,Ramnagar Fort,259,2173,29
910,Varanasi,Pratibha Art Gallery,3,2058,29
911,Varanasi,Ramnagar Bridge,2,2172,29
912,Varanasi,Rana Mahala Ghat,14,2176,29
913,Varanasi,Ruchika Art Gallery,136,2251,29
914,Varanasi,Reewa Ghat,3,2208,29
915,Varanasi,Rani Laxmibai Janmasthali,4,2182,29
916,Varanasi,Sankat Mochan Temple,329,2313,29
917,Varanasi,Sarnath,2102,2333,29
918,Varanasi,Sankata Ghat,3,2314,29
919,Varanasi,Sarnath Deer Park,3,2334,29
920,Varanasi,Sarnath Zoo,2,2335,29
921,Varanasi,Scindia Ghat,32,2351,29
922,Varanasi,Shivala Ghat,34,2426,29
923,Varanasi,Shivaji Nagar Mahmoorganj,1,2423,29
924,Varanasi,Shri Kashi Vishwanath Temple (Golden Temple),1356,2474,29
925,Varanasi,Statue of Standing Buddha,101,2656,29
926,Varanasi,Sri Varahi Devi Mandir,3,2593,29
927,Varanasi,St. Mary's Cathedral,1,2632,29
928,Varanasi,St. Mary's Church,17,2633,29
929,Varanasi,Thai Temple,54,2756,29
930,Varanasi,Tibetan Temple,118,2828,29
931,Varanasi,Tulsi Manas Temple,137,2884,29
932,Varanasi,Tulsi Ghat,37,2882,29
933,Varanasi,Tiwari International Silk,4,2840,29
934,Varanasi,Tridev Temple Varanasi,5,2869,29
935,Varanasi,Treebaba,2,2867,29
936,Varanasi,Vishalakshi Temple,42,2967,29
937,Varanasi,Vaanprastha Village Retreat,5,2914,29
938,Varanasi,Yoga in Varanasi,58,3032,29
939,Varanasi,Vajra Vidya Sansthan Temple,3,2918,29
940,Varanasi,Vyasa Temple,4,2979,29
941,Jaisalmer,Akal Wood Fossil Park,37,56,10
942,Jaisalmer,Amar Sagar Lake,92,85,10
943,Jaisalmer,Amar Sagar Jain Temple,6,84,10
944,Jaisalmer,Baba Ramdev Temple,63,228,10
945,Jaisalmer,Antique Shop Jaisalmer,5,127,10
946,Jaisalmer,Bada Bagh,719,234,10
947,Jaisalmer,Basant Art Emporium,15,289,10
948,Jaisalmer,Desert Culture Centre & Museum,169,646,10
949,Jaisalmer,CHAAT KE HHAT,2,413,10
950,Jaisalmer,Chandrakanta  Art's,8,464,10
951,Jaisalmer,Desert National Park,254,648,10
952,Jaisalmer,Desert Handicraft Emporium,7,647,10
953,Jaisalmer,Dussehra Chowk,21,723,10
954,Jaisalmer,Gadsisar Sagar Lake,1678,826,10
955,Jaisalmer,Flying Carpet Handicrafts,3,793,10
956,Jaisalmer,Desert Thar Safari,8,649,10
957,Jaisalmer,Gandhi Chowk Street,82,839,10
958,Jaisalmer,Jain Temples,769,1152,10
959,Jaisalmer,Gyan Bhandar,7,967,10
960,Jaisalmer,Government Museum,27,912,10
961,Jaisalmer,Indira Gandhi Indoor Stadium,3,1103,10
962,Jaisalmer,Jaisalmer Folklore Museum,26,1158,10
963,Jaisalmer,Jaisalmer Fort,4149,1159,10
964,Jaisalmer,Jaisalmer Art Palace,10,1157,10
965,Jaisalmer,Jaisalmer War Museum,623,1161,10
966,Jaisalmer,Jaisalmer Sunset Point,5,1160,10
967,Jaisalmer,Khaba Fort,83,1333,10
968,Jaisalmer,Kothari's Patwaon-Ki-Haveli,1609,1376,10
969,Jaisalmer,Kuldhara Abandoned Village,1105,1390,10
970,Jaisalmer,Longewala War Memorial,357,1488,10
971,Jaisalmer,Kunthanath Temple,4,1401,10
972,Jaisalmer,Maharaja's Palace,201,1550,10
973,Jaisalmer,Lucky Art Gallery,10,1497,10
974,Jaisalmer,Maasa Miniature Art,12,1515,10
975,Jaisalmer,Manak Chowk and Havelis,28,1593,10
976,Jaisalmer,Mandir Palace,102,1603,10
977,Jaisalmer,Nathmal Ji Ki Haveli,159,1804,10
978,Jaisalmer,Rishabhadeva Temple,15,2227,10
979,Jaisalmer,Salim Singh-ki Haveli,236,2281,10
980,Jaisalmer,Shri Ramdev Temple,18,2485,10
981,Jaisalmer,Sonee Art Gallery,22,2544,10
982,Jaisalmer,Samadhi Mandir,6,2285,10
983,Jaisalmer,Surya Gate,63,2693,10
984,Jaisalmer,Shantinath Temple,9,2396,10
985,Jaisalmer,Tanot Mata Temple,698,2735,10
986,Jaisalmer,Tazia Tower,28,2742,10
987,Jaisalmer,The Thar Heritage Museum,97,2802,10
988,Jaisalmer,Tilon Ki Pol,22,2833,10
989,Jaisalmer,Vyas Chhatri,97,2978,10
990,Srinagar,Achabal Garden,45,19,27
991,Srinagar,Badamwari Garden,141,237,27
992,Srinagar,Anchar Lake,8,105,27
993,Srinagar,Badshah Tomb,12,242,27
994,Srinagar,Betab Valley,982,310,27
995,Srinagar,Charar-e-Sharif,48,470,27
996,Srinagar,Burzhama Ruins,9,410,27
997,Srinagar,Chaku And Sons,2,451,27
998,Srinagar,Chakucraftsemporium,3,452,27
999,Srinagar,Chashme Shahi Gardens,884,473,27
1000,Srinagar,Challi Point,10,453,27
1001,Srinagar,Chatti Padshahi Gurudwara,46,476,27
1002,Srinagar,Dachigam Wildlife Sanctuary,60,591,27
1003,Srinagar,Dal Lake,3929,600,27
1004,Srinagar,Dhari Devi Temple,14,663,27
1005,Srinagar,Doodhpathri,50,703,27
1006,Srinagar,Dhari Devi Mandir,13,662,27
1007,Srinagar,Dastgir Sahib Shrine,10,622,27
1008,Srinagar,Durga Nag Temple,16,719,27
1009,Srinagar,Floating Vegetable Market,31,791,27
1010,Srinagar,Fotu La Pass,15,806,27
1011,Srinagar,Garden of Char Chinar,29,854,27
1012,Srinagar,Hari Parbat,42,1000,27
1013,Srinagar,Foreshore Road,3,798,27
1014,Srinagar,Ghanta Ghar,1589,876,27
1015,Srinagar,Hazratbal,526,1022,27
1016,Srinagar,Harwan Gardens,5,1004,27
1017,Srinagar,Indira Gandhi Tulip Garden,1053,1108,27
1018,Srinagar,Imambara Hassanabad,5,1084,27
1019,Srinagar,Jama Masjid Mosque,276,1169,27
1020,Srinagar,Jawaharlal Nehru Memorial Botanical Gardens,159,1191,27
1021,Srinagar,Jyeshtheshvara Temple,14,1233,27
1022,Srinagar,Kashmir Tourism Booking,6,1311,27
1023,Srinagar,Kathi Darwaza,6,1315,27
1024,Srinagar,Kheer Bhawani Temple,228,1344,27
1025,Srinagar,Lal Chowk,29,1438,27
1026,Srinagar,Makhdoom Sahib Shrine,21,1575,27
1027,Srinagar,Manasbal Lake,138,1598,27
1028,Srinagar,Mughal Gardens,732,1735,27
1029,Srinagar,Masjid of Akhund Mullah,3,1644,27
1030,Srinagar,Nasim Bagh,37,1802,27
1031,Srinagar,Nigeen Lake,1070,1879,27
1032,Srinagar,Naqshband Shrine,7,1798,27
1033,Srinagar,Nishat Garden,1236,1888,27
1034,Srinagar,Nilagrad River,4,1881,27
1035,Srinagar,Pari Mahal,851,1977,27
1036,Srinagar,Pathar Masjid,11,1995,27
1037,Srinagar,Pir Dastgir Sahib,13,2026,27
1038,Srinagar,Roza Bal Shrine,15,2249,27
1039,Srinagar,Parihaspora Pattan,7,1978,27
1040,Srinagar,Rainawari,13,2125,27
1041,Srinagar,Shah-e-Hamdan,90,2377,27
1042,Srinagar,Pratap Park,3,2056,27
1043,Srinagar,Sangin Darwaza,3,2304,27
1044,Srinagar,Shalimar Bagh,726,2384,27
1045,Srinagar,Shankaracharya Hill,2007,2390,27
1046,Srinagar,Sinthan Top,141,2517,27
1047,Srinagar,Sonamarg,1084,2541,27
1048,Srinagar,Sri Pratap Singh Museum,17,2580,27
1049,Srinagar,Wular Lake,48,3019,27
1050,Srinagar,Tomb of Madin Sahib,3,2853,27
1051,Srinagar,Yousmarg,238,3036,27
1052,Srinagar,Zero Bridge,4,3043,27
1053,Leh,Alchi Choskor Monastery,497,73,15
1054,Leh,Basgo Monastry,67,290,15
1055,Leh,Chemre Gompa Monastery,42,489,15
1056,Leh,Chokhang Vihara Temple,13,516,15
1057,Leh,Central Asian Museum,10,442,15
1058,Leh,Confluence of the Indus and Zanskar Rivers,1443,562,15
1059,Leh,Deskit Monastery,667,652,15
1060,Leh,Donkey Sanctuary,23,702,15
1061,Leh,Du-Khang,22,713,15
1062,Leh,Gurdwara Pathar Sahib,1246,933,15
1063,Leh,Gomang Stupa,4,904,15
1064,Leh,Hall of Fame,1715,982,15
1065,Leh,Gurudwara Shri Datun Sahib Ji,6,960,15
1066,Leh,Gyap-Thago Heritage Home,1,970,15
1067,Leh,Hemis National Park,29,1030,15
1068,Leh,Jama Masjid - Leh,69,1168,15
1069,Leh,Kyagar Tso,30,1409,15
1070,Leh,Karma Dupgyud Choeling Monastery,5,1299,15
1071,Leh,Kalachakra Stupa,3,1254,15
1072,Leh,Leh Post Office,74,1462,15
1073,Leh,Ladakh Haat Juma Bagh,1,1417,15
1074,Leh,Lachung Temple,6,1415,15
